"x_time","y_time_abs","y_time_complex"
"22.526041666666668","4.8276479023345","(3.8974184170339385+2.8489145216168508j)"
"22.55859375","2.772270741341871","(2.5245333701794657+1.1455201116307456j)"
"22.591145833333336","4.082220129333992","(-1.0602220299405467+3.942137799667634j)"
"22.623697916666668","5.595002466546517","(-1.1873410157604056+5.467565629505938j)"
"22.65625","4.131686437532353","(-0.5517460866611125+4.094680582651464j)"
"22.688802083333336","4.637115346261674","(-2.0263263221714722+4.17095197414338j)"
"22.721354166666668","7.18954197254126","(-4.034806298125238+5.950617775621401j)"
"22.75390625","3.6983420910335254","(-2.229716699483246+2.9506097102727376j)"
"22.786458333333336","3.8940522430083724","(-0.780560261136858+3.8150188138477765j)"
"22.819010416666668","3.0435621917709037","(-2.8398878314185674+1.094672517302802j)"
"22.8515625","2.4274277835909412","(-2.0009025250075005+1.374334286106491j)"
"22.884114583333336","3.9372011677944707","(-3.9331111094693516+0.17941581939982024j)"
"22.916666666666668","3.2296004865393226","(2.677076153163296+1.8065388378940102j)"
"22.94921875","1.3243178534435307","(-0.95852684128466-0.9138074586509637j)"
"22.981770833333336","2.1107244913425975","(-0.6534412753169994-2.0070307367017475j)"
"23.014322916666668","3.788272849469565","(0.10927263960215217-3.7866965381797675j)"
"23.046875","4.080388777387114","(0.33808681407789765-4.066358306983457j)"
"23.079427083333336","5.317202552651172","(-1.0602220299405467-5.210429179362184j)"
"23.111979166666668","7.522744515695079","(-0.6025936809890559-7.4985709241196385j)"
"23.14453125","5.872202198240881","(-0.09411773770962158-5.871447905625448j)"
"23.177083333333336","5.466285725937435","(-1.2890362044162924-5.312124368018071j)"
"23.209635416666668","5.864307507460774","(-3.0941258030582843-4.981615004886439j)"
"23.2421875","8.386527344287726","(-0.6280174781530277-8.362980027694677j)"
"23.274739583333336","7.572619666829617","(0.5923247857176148-7.549418518447582j)"
"23.307291666666668","9.271881325116446","(-1.136493421432462-9.201965334105743j)"
"23.33984375","5.1231523004003785","(-2.305988090975161-4.5748342502628905j)"
"23.372395833333336","4.908522896141758","(-1.5686979732199813-4.651105641754807j)"
"23.404947916666668","3.602835214455999","(-1.314460001580264-3.3544919863922487j)"
"23.4375","4.01334604336576","(1.3296149034727947-3.7866965381797675j)"
"23.470052083333336","4.32697603013724","(-1.1619172185964337-4.168053495639344j)"
"23.502604166666668","5.315492491148685","(1.634700469440455-5.057886396378354j)"
"23.53515625","5.089593922647869","(4.253351577329542-2.795168448784871j)"
"23.567708333333336","3.227839825257947","(1.9906336297360592-2.5409304771451535j)"
"23.600260416666668","0.9514376640749742","(0.9482579460132189+0.07772063074393336j)"
"23.6328125","1.5199109298563065","(1.4567338892926531+0.4336537910395374j)"
"23.665364583333336","4.8509628839606895","(-3.90768731230538+2.8743383187808225j)"
"23.697916666666668","2.02880447907058","(-2.0263263221714722-0.10024594940386866j)"
"23.73046875","4.9699760731644975","(-3.755144529321549+3.255695276240398j)"
"23.763020833333336","5.821947075636162","(-4.212772878273039+4.01840919115955j)"
"23.795572916666668","5.916709088352802","(-3.653449340665662+4.654004120258843j)"
"23.828125","6.935361628033716","(-4.848367807372332+4.959089686226504j)"
"23.860677083333336","8.267338925791808","(-5.712776910947371+5.976041572785372j)"
"23.893229166666668","6.278591046787534","(-1.670393161875868+6.052312964277288j)"
"23.92578125","8.63414770897131","(-5.8144720996032575+6.3828223274089195j)"
"23.958333333333336","8.465041251714878","(-2.7381926427626806+8.00994534590311j)"
"23.990885416666668","8.640888752636283","(-6.628033608850354+5.543837020997853j)"
"24.0234375","9.03556579983793","(-4.416163255584814+7.882826360083253j)"
"24.055989583333336","7.945884146875556","(-3.6280255435016904+7.069264850836156j)"
"24.088541666666668","5.452938383037198","(-3.3229399775340296+4.32349475712721j)"
"24.12109375","6.834845832695369","(-5.636505519455456+3.86586640817572j)"
"24.153645833333336","6.423535302399748","(-5.051758184684107+3.967561596831606j)"
"24.186197916666668","4.907207604759256","(-3.7805683264855205+3.1285762904205394j)"
"24.21875","3.0073198375381955","(-2.5602260626148783+1.577724663418265j)"
"24.251302083333336","6.047173262496482","(-5.738200708111343+1.9082340265498972j)"
"24.283854166666668","4.365381495567321","(-4.36531566125687-0.02397455791195352j)"
"24.31640625","5.460052851432491","(-5.458538939307655+0.1285682250718768j)"
"24.348958333333336","5.827430904861277","(-5.25514856199588+2.5184051584852183j)"
"24.381510416666668","4.483800841498347","(-4.136501486781125+1.730267446402095j)"
"24.4140625","5.735489841855979","(-5.712776910947371+0.5099251825314526j)"
"24.446614583333336","4.369746569745145","(-4.339891864092898+0.5099251825314526j)"
"24.479166666666668","4.319764682704077","(-2.0263263221714722+3.8150188138477765j)"
"24.51171875","3.077278283785715","(-3.043278208730341-0.4561791096994728j)"
"24.544270833333336","3.506907274708745","(-0.5771698838250842+3.459085653552172j)"
"24.576822916666668","1.5597383210366338","(-1.1110696242684903+1.094672517302802j)"
"24.609375","4.163937949218537","(-0.6025936809890559+4.120104379815436j)"
"24.641927083333336","3.5210893297024595","(2.8550427333110977+2.0607768095337278j)"
"24.674479166666668","3.6621400834187696","(1.2024959176529362+3.459085653552172j)"
"24.70703125","4.8859070910255955","(4.329622968821457+2.2641671868455013j)"
"24.739583333333336","5.237971168573932","(3.9991136056898253+3.382814262060257j)"
"24.772135416666668","6.898454944502325","(6.770307496562742+1.3234866917785477j)"
"24.8046875","6.047848324418263","(5.321151058216355+2.8743383187808225j)"
"24.837239583333336","3.722444813592852","(3.694028039722164+0.45907758820350913j)"
"24.869791666666668","6.088447797730269","(5.880474595823732+1.577724663418265j)"
"24.90234375","8.689228455759245","(8.549973298040761-1.5494023877502565j)"
"24.934895833333336","5.082173387990006","(4.914370303592808-1.2951644161105393j)"
"24.967447916666668","6.991428772172535","(6.8974264823826-1.1426216331267092j)"
"25.0","7.85024826703667","(5.982169784479619-5.083310193542325j)"
"25.032552083333336","7.341448316444532","(5.321151058216355-5.057886396378354j)"
"25.065104166666668","4.596072339631201","(3.846570822705995-2.515506679981182j)"
"25.097656250000004","4.646418384174249","(3.9228422141979102-2.49008288281721j)"
"25.130208333333336","2.975492697628406","(2.194024007047833+2.009929215205784j)"
"25.162760416666668","1.9638567793949238","(1.9397860354081158+0.3065348052196788j)"
"25.195312500000004","3.8720688418117057","(3.871994619869967-0.02397455791195352j)"
"25.227864583333336","4.753839364473125","(4.66013233195309-0.9392312558149354j)"
"25.260416666666668","4.227928028548994","(4.227927780165571+0.0014492392520181977j)"
"25.292968750000004","3.1912082997157976","(2.499109573015494+1.9845054180418122j)"
"25.325520833333336","4.744567677150706","(4.736403723445005-0.2782125295516707j)"
"25.358072916666668","1.0066999152866227","(0.8974103516852754-0.4561791096994728j)"
"25.390625000000004","3.757083703670591","(1.634700469440455+3.382814262060257j)"
"25.423177083333336","2.3112152011937575","(0.7448675687014452+2.187895795353586j)"
"25.455729166666668","2.689154631690868","(2.499109573015494+0.9929773286469151j)"
"25.488281250000004","2.271030231128097","(0.8974103516852754+2.0862006066976995j)"
"25.520833333333336","1.6380412568417126","(0.9991055403411625+1.2980628946145758j)"
"25.553385416666668","1.7952424779521083","(-0.24666052069345187-1.7782165622260022j)"
"25.585937500000004","1.8054740398446663","(-0.6025936809890559-1.7019451707340867j)"
"25.618489583333336","2.4403188558743087","(-0.780560261136858-2.3121163026694083j)"
"25.651041666666668","2.426815354762399","(-0.22123672352948018+2.4167099698293315j)"
"25.683593750000004","3.4155947062295438","(0.6431723800455583-3.3544919863922487j)"
"25.716145833333336","3.2225174422636167","(0.3635106112418694-3.2019492034084185j)"
"25.748697916666668","4.059608563235137","(0.3889344084058411-4.040934509819485j)"
"25.781250000000004","5.889971603163087","(2.931314124803013-5.108733990706297j)"
"25.813802083333336","0.5823792331787733","(-0.5771698838250842+0.07772063074393336j)"
"25.846354166666668","2.2844223518934403","(0.7448675687014452-2.159573519685578j)"
"25.878906250000004","4.601220734921027","(-0.09411773770962158-4.6002580474268635j)"
"25.911458333333336","4.04236845422454","(0.4652057998977562-4.015510712655513j)"
"25.944010416666668","2.943565336583649","(-1.1873410157604056-2.693473260128984j)"
"25.976562500000004","0.7531081414257293","(0.3635106112418694-0.6595694870112465j)"
"26.009114583333336","2.244391819281654","(-2.1280215108273595+0.7133155598432263j)"
"26.041666666666668","1.4336360367670098","(-1.3398837987442358+0.5099251825314526j)"
"26.074218750000004","0.9493109014880171","(-0.24666052069345187+0.916705937155j)"
"26.106770833333336","4.652861975808371","(1.0753769318330775+4.5268851344389835j)"
"26.139322916666668","4.335295919277301","(0.566900988553643+4.298070959963239j)"
"26.171875000000004","4.046075674963461","(0.1346964367661239+4.043832988323521j)"
"26.204427083333336","4.677425114500965","(3.0330093134589+3.5607808422080587j)"
"26.236979166666668","3.1098301598141904","(1.634700469440455+2.6455241443050768j)"
"26.269531250000004","4.593274817958617","(2.2702953985397483+3.9929853939955775j)"
"26.302083333333336","4.839929144927544","(4.304199171657485+2.2133195925175575j)"
"26.334635416666668","3.404127319682218","(2.3974143843596067+2.4167099698293315j)"
"26.367187500000004","3.5350245024112255","(3.439790068082447+0.815010748499113j)"
"26.399739583333336","3.01007348784282","(2.194024007047833+2.0607768095337278j)"
"26.432291666666668","1.978653816547901","(1.9652098325720875+0.23026341372776366j)"
"26.464843750000004","2.556261252598622","(2.5499571673434374+0.17941581939982024j)"
"26.497395833333336","3.61895502317203","(1.5330052807845682-3.2782205949003336j)"
"26.529947916666668","3.3997789919350905","(3.210975893606702-1.1171978359627375j)"
"26.562500000000004","2.5109104836548246","(2.4736857758515223-0.430755312535501j)"
"26.595052083333336","4.027239874086078","(1.8380908467522292-3.583306160867994j)"
"26.627604166666668","2.8760215646233522","(0.4143582055698128-2.8460160431128143j)"
"26.660156250000004","3.5603992271557043","(0.7448675687014452-3.481610972212107j)"
"26.692708333333336","2.6800878149777154","(-0.5771698838250842-2.6172018686370686j)"
"26.725260416666668","3.4403889386924074","(-1.5432741760560096-3.07483021758856j)"
"26.757812500000004","6.2330590037180835","(-2.229716699483246-5.820600311297505j)"
"26.790364583333336","5.818669711813061","(-1.5178503788920377-5.617209933985731j)"
"26.822916666666668","2.9306500197544487","(-0.22123672352948018-2.9222874346047294j)"
"26.855468750000004","5.059588911935836","(-3.9585349066333233-3.151101609080475j)"
"26.888020833333336","5.096441429773506","(-2.661921251270765-4.346020075787146j)"
"26.920572916666668","3.1944935430025185","(-2.204292902319274-2.3121163026694083j)"
"26.953125000000004","3.337406996256074","(-1.8992073363516135-2.7443208544569275j)"
"26.985677083333336","4.304959501651238","(1.7363956580963422-3.9392393211635985j)"
"27.018229166666668","2.953801619730269","(-0.5771698838250842-2.8968636374407577j)"
"27.050781250000004","6.256422412643452","(2.7024999503272675-5.6426337311497035j)"
"27.083333333333336","4.5740962876495","(2.14317641271989-4.040934509819485j)"
"27.115885416666668","5.512736438272068","(4.355046765985429-3.3799157835562212j)"
"27.148437500000004","3.7883745554435047","(2.8550427333110977-2.49008288281721j)"
"27.180989583333336","6.102467683704269","(3.4143662709184754-5.057886396378354j)"
"27.213541666666668","6.048929171768556","(5.194032072396496-3.1002540147525317j)"
"27.246093750000004","3.127821554774541","(0.4143582055698128-3.1002540147525317j)"
"27.278645833333336","5.542492298590262","(-1.1873410157604056-5.413819556673958j)"
"27.311197916666668","4.156881377949136","(-1.8229359448596985-3.735848943851824j)"
"27.343750000000004","2.9202222785736973","(-2.9161592229104825+0.1539920222358485j)"
