"x_freq","y_freq"
"83.0203857421875","0.7458552476404685"
"83.07041931152344","0.13269255541546862"
"83.12045288085938","0.6321492985936789"
"83.17048645019531","0.8216593579992654"
"83.22052001953125","1.1741259555340624"
"83.27055358886719","0.721619776090821"
"83.32058715820312","0.6159060512363896"
"83.37062072753906","0.3016714104514321"
"83.42064666748047","0.38707022029417454"
"83.4706802368164","0.1894522106952831"
"83.52071380615234","0.47925972434669567"
"83.57074737548828","0.28804111677951055"
"83.62078094482422","0.10925143071780838"
"83.67081451416016","0.1550369250811414"
"83.7208480834961","0.28333256796715856"
"83.7708740234375","0.27209663933901057"
"83.82090759277344","0.09874926947179265"
"83.87094116210938","0.23693609774245825"
"83.92097473144531","0.2797856393540711"
"83.97100830078125","0.38669262663506665"
"84.02104187011719","0.22202018748623242"
"84.07107543945312","0.1549750698202482"
"84.12110900878906","0.22148879007299488"
"84.17113494873047","0.025856524046780748"
